Date,Low,Median,High,Symbol
2/21/2025,449.50,613.86,769.85,PFL
2/22/2025,465.26,613.86,788.63,PFL
2/23/2025,467.95,612.19,768.84,PFL
2/24/2025,455.20,618.90,768.84,PFL
2/25/2025,454.86,622.25,782.26,PFL
2/26/2025,448.49,612.19,786.62,PFL
2/27/2025,441.45,605.48,782.26,PFL
2/28/2025,438.09,612.19,746.36,PFL
3/1/2025,431.05,603.80,737.64,PFL
3/2/2025,430.71,612.19,731.94,PFL
3/3/2025,436.75,608.83,721.21,PFL
3/4/2025,436.75,608.83,727.58,PFL
3/5/2025,433.73,610.51,725.90,PFL
3/6/2025,430.71,615.54,704.10,PFL
3/7/2025,424.67,613.86,691.69,PFL
3/8/2025,425.01,617.22,705.11,PFL
3/9/2025,424.67,623.93,724.90,PFL
1/10/2025,692.33,731.73,752.49,JFL
1/11/2025,671.58,721.18,773.95,JFL
1/12/2025,672.63,722.94,791.54,JFL
1/13/2025,687.76,726.46,785.21,JFL
1/14/2025,686.00,724.70,772.89,JFL
1/15/2025,670.52,721.18,809.48,JFL
1/16/2025,660.67,705.35,781.34,JFL
1/17/2025,646.60,707.11,848.18,JFL
1/18/2025,638.86,703.59,828.12,JFL
1/19/2025,642.38,712.38,845.36,JFL
1/20/2025,619.16,722.94,873.51,JFL
1/21/2025,606.85,740.53,899.19,JFL
1/22/2025,602.27,705.35,978.34,JFL
1/23/2025,597.00,708.87,972.01,JFL
1/24/2025,614.23,712.38,957.23,JFL
1/25/2025,632.53,705.35,931.55,JFL
1/26/2025,648.36,714.14,938.59,JFL
1/27/2025,662.43,714.14,908.69,JFL
1/28/2025,658.21,726.46,916.78,JFL
1/29/2025,648.01,740.53,925.57,JFL
1/30/2025,619.16,731.73,930.14,JFL
1/31/2025,614.58,715.90,944.57,JFL
2/1/2025,613.88,712.38,947.03,JFL
2/2/2025,600.86,701.83,996.28,JFL
2/3/2025,612.83,715.90,1039.55,JFL
2/4/2025,611.77,708.87,1023.37,JFL
2/5/2025,634.64,700.07,1023.02,JFL
2/6/2025,630.06,715.90,1033.22,JFL
2/7/2025,627.60,710.62,1046.59,JFL
2/8/2025,627.95,729.97,1015.28,JFL
2/9/2025,656.80,756.36,1039.20,JFL
2/10/2025,641.32,756.36,1059.25,JFL
2/11/2025,629.71,735.25,1046.24,JFL
2/12/2025,627.25,742.29,1017.39,JFL
2/13/2025,618.10,759.88,1026.54,JFL
2/14/2025,614.58,765.15,1024.43,JFL
2/15/2025,640.27,770.43,999.80,JFL
2/16/2025,636.04,772.19,1036.39,JFL
2/17/2025,652.58,782.74,997.34,JFL
2/18/2025,596.64,793.30,1006.13,JFL
2/19/2025,595.94,802.09,998.74,JFL
2/20/2025,585.39,812.65,1014.58,JFL
2/21/2025,562.17,837.27,1083.18,JFL
2/22/2025,598.40,837.27,1040.61,JFL
2/23/2025,585.03,844.31,1010.35,JFL
2/24/2025,588.20,847.82,971.66,JFL
2/25/2025,572.02,817.92,987.84,JFL
2/26/2025,586.09,803.85,986.78,JFL
2/27/2025,606.49,810.89,982.91,JFL
2/28/2025,591.01,812.65,1000.50,JFL
3/1/2025,580.46,793.30,989.60,JFL
3/2/2025,593.83,830.23,963.92,JFL
3/3/2025,577.65,831.99,944.57,JFL
3/4/2025,589.96,830.23,947.38,JFL
3/5/2025,601.92,809.13,926.27,JFL
3/6/2025,585.74,793.30,908.69,JFL
3/7/2025,584.68,800.33,897.08,JFL
3/8/2025,572.02,810.89,935.42,JFL
3/9/2025,573.42,796.81,946.33,JFL
1/10/2025,648.99,673.95,690.29,GUFL
1/11/2025,652.62,673.95,699.82,GUFL
1/12/2025,648.54,676.22,719.34,GUFL
1/13/2025,648.54,678.49,722.51,GUFL
1/14/2025,639.46,676.22,726.60,GUFL
1/15/2025,634.92,676.22,724.78,GUFL
1/16/2025,630.84,671.68,742.03,GUFL
1/17/2025,639.01,669.41,742.48,GUFL
1/18/2025,634.92,680.76,744.75,GUFL
1/19/2025,630.84,678.49,730.68,GUFL
1/20/2025,630.38,685.30,742.93,GUFL
1/21/2025,629.93,698.91,752.47,GUFL
1/22/2025,623.12,692.10,776.97,GUFL
1/23/2025,598.61,689.84,767.90,GUFL
1/24/2025,609.96,689.84,758.37,GUFL
1/25/2025,605.88,687.57,758.37,GUFL
1/26/2025,606.33,694.37,743.39,GUFL
1/27/2025,616.31,673.95,761.54,GUFL
1/28/2025,629.02,687.57,777.88,GUFL
1/29/2025,628.11,710.26,758.82,GUFL
1/30/2025,640.82,698.91,767.44,GUFL
1/31/2025,629.48,705.72,758.82,GUFL
2/1/2025,634.47,692.10,762.90,GUFL
2/2/2025,639.91,678.49,758.82,GUFL
2/3/2025,634.92,685.30,778.33,GUFL
2/4/2025,643.54,676.22,772.43,GUFL
2/5/2025,639.01,680.76,771.98,GUFL
2/6/2025,630.38,687.57,763.36,GUFL
2/7/2025,629.93,680.76,762.45,GUFL
2/8/2025,630.84,685.30,766.53,GUFL
2/9/2025,629.93,673.95,764.27,GUFL
2/10/2025,629.48,687.57,785.60,GUFL
2/11/2025,625.84,673.95,782.42,GUFL
2/12/2025,638.10,667.14,771.07,GUFL
2/13/2025,625.84,680.76,770.17,GUFL
2/14/2025,623.58,680.76,771.07,GUFL
2/15/2025,620.85,680.76,778.79,GUFL
2/16/2025,619.94,678.49,766.08,GUFL
2/17/2025,620.40,687.57,762.90,GUFL
2/18/2025,610.87,685.30,750.20,GUFL
2/19/2025,627.66,680.76,777.88,GUFL
2/20/2025,623.12,678.49,781.51,GUFL
2/21/2025,619.04,683.03,791.04,GUFL
2/22/2025,631.74,683.03,795.13,GUFL
2/23/2025,636.28,685.30,785.14,GUFL
2/24/2025,639.01,685.30,781.06,GUFL
2/25/2025,626.75,683.03,780.60,GUFL
2/26/2025,619.04,685.30,771.98,GUFL
2/27/2025,623.58,680.76,774.25,GUFL
2/28/2025,596.80,680.76,804.20,GUFL
3/1/2025,619.94,692.10,795.13,GUFL
3/2/2025,601.34,696.64,825.99,GUFL
3/3/2025,602.70,685.30,801.48,GUFL
3/4/2025,594.08,689.84,791.50,GUFL
3/5/2025,594.08,687.57,803.75,GUFL
3/6/2025,602.24,687.57,779.24,GUFL
3/7/2025,602.70,685.30,794.67,GUFL
3/8/2025,602.70,683.03,782.42,GUFL
3/9/2025,606.78,683.03,782.87,GUFL
1/10/2025,656.11,668.37,676.28,MFIL
1/11/2025,648.20,668.37,684.58,MFIL
1/12/2025,639.89,662.43,697.24,MFIL
1/13/2025,636.73,658.48,702.77,MFIL
1/14/2025,624.86,656.50,704.35,MFIL
1/15/2025,628.82,658.48,700.40,MFIL
1/16/2025,620.91,656.50,696.45,MFIL
1/17/2025,620.51,652.55,697.63,MFIL
1/18/2025,620.91,656.50,684.58,MFIL
1/19/2025,616.56,662.43,693.28,MFIL
1/20/2025,612.60,662.43,696.45,MFIL
1/21/2025,609.04,660.46,711.87,MFIL
1/22/2025,615.77,664.41,700.80,MFIL
1/23/2025,616.16,660.46,711.87,MFIL
1/24/2025,612.21,660.46,705.94,MFIL
1/25/2025,615.37,660.46,708.71,MFIL
1/26/2025,611.02,662.43,712.26,MFIL
1/27/2025,607.07,674.30,708.31,MFIL
1/28/2025,610.63,672.32,724.52,MFIL
1/29/2025,610.23,672.32,736.78,MFIL
1/30/2025,596.78,674.30,718.20,MFIL
1/31/2025,600.34,674.30,724.52,MFIL
2/1/2025,587.69,680.23,728.08,MFIL
2/2/2025,573.45,682.21,749.44,MFIL
2/3/2025,580.96,688.14,756.16,MFIL
2/4/2025,584.92,686.16,737.58,MFIL
2/5/2025,584.52,690.12,739.95,MFIL
2/6/2025,580.57,688.14,747.86,MFIL
2/7/2025,569.50,688.14,738.37,MFIL
2/8/2025,568.70,690.12,748.25,MFIL
2/9/2025,568.70,686.16,759.72,MFIL
2/10/2025,572.66,688.14,755.77,MFIL
2/11/2025,565.14,682.21,759.72,MFIL
2/12/2025,568.70,672.32,759.33,MFIL
2/13/2025,576.61,680.23,752.21,MFIL
2/14/2025,578.59,676.28,763.28,MFIL
2/15/2025,564.35,660.46,767.24,MFIL
2/16/2025,557.24,668.37,767.24,MFIL
2/17/2025,553.28,668.37,760.91,MFIL
2/18/2025,552.49,674.30,770.80,MFIL
2/19/2025,552.49,668.37,787.01,MFIL
2/20/2025,559.61,662.43,784.64,MFIL
2/21/2025,560.79,654.52,788.20,MFIL
2/22/2025,561.19,668.37,799.67,MFIL
2/23/2025,564.75,676.28,779.50,MFIL
2/24/2025,564.75,682.21,779.50,MFIL
2/25/2025,564.35,678.25,777.91,MFIL
2/26/2025,560.79,668.37,798.88,MFIL
2/27/2025,557.24,664.41,803.62,MFIL
2/28/2025,553.28,672.32,788.20,MFIL
3/1/2025,568.70,678.25,792.55,MFIL
3/2/2025,557.24,682.21,810.34,MFIL
3/3/2025,545.37,686.16,827.35,MFIL
3/4/2025,561.19,686.16,848.31,MFIL
3/5/2025,560.00,698.03,843.96,MFIL
3/6/2025,541.42,684.19,901.31,MFIL
3/7/2025,565.94,692.09,866.50,MFIL
3/8/2025,580.96,694.07,875.99,MFIL
3/9/2025,584.92,688.14,890.23,MFIL
1/10/2025,941.33,974.16,998.79,NFS
1/11/2025,940.47,965.52,994.04,NFS
1/12/2025,919.73,965.52,1007.00,NFS
1/13/2025,911.09,954.72,1023.41,NFS
1/14/2025,898.56,963.36,1032.92,NFS
1/15/2025,876.53,952.56,1056.68,NFS
1/16/2025,865.30,941.76,1088.64,NFS
1/17/2025,866.16,952.56,1086.05,NFS
1/18/2025,867.46,952.56,1098.15,NFS
1/19/2025,882.58,961.20,1125.80,NFS
1/20/2025,862.71,946.08,1122.77,NFS
1/21/2025,867.03,956.88,1061.43,NFS
1/22/2025,854.93,959.04,1051.06,NFS
1/23/2025,876.96,948.24,1081.30,NFS
1/24/2025,859.25,956.88,1089.08,NFS
1/25/2025,832.04,969.84,1085.62,NFS
1/26/2025,834.63,950.40,1089.51,NFS
1/27/2025,841.11,954.72,1108.52,NFS
1/28/2025,852.34,952.56,1135.73,NFS
1/29/2025,870.92,954.72,1222.56,NFS
1/30/2025,863.57,965.52,1237.68,NFS
1/31/2025,861.41,939.60,1203.12,NFS
2/1/2025,802.66,969.84,1187.57,NFS
2/2/2025,806.12,984.96,1187.57,NFS
2/3/2025,786.24,969.84,1185.41,NFS
2/4/2025,806.98,967.68,1235.96,NFS
2/5/2025,794.02,965.52,1203.99,NFS
2/6/2025,798.77,956.88,1245.03,NFS
2/7/2025,745.20,946.08,1195.78,NFS
2/8/2025,780.20,950.40,1202.69,NFS
2/9/2025,757.30,959.04,1237.25,NFS
2/10/2025,775.01,959.04,1215.65,NFS
2/11/2025,756.00,972.00,1142.21,NFS
2/12/2025,740.02,984.96,1137.03,NFS
2/13/2025,755.14,989.28,1133.57,NFS
2/14/2025,739.15,969.84,1111.11,NFS
2/15/2025,727.92,969.84,1150.85,NFS
2/16/2025,719.71,976.32,1100.31,NFS
2/17/2025,728.35,978.48,1104.20,NFS
2/18/2025,696.39,993.60,1121.04,NFS
2/19/2025,676.08,989.28,1146.96,NFS
2/20/2025,651.89,987.12,1165.54,NFS
2/21/2025,649.73,991.44,1213.06,NFS
2/22/2025,649.73,987.12,1287.80,NFS
2/23/2025,635.47,989.28,1273.11,NFS
2/24/2025,650.59,1000.08,1264.47,NFS
2/25/2025,653.62,993.60,1325.81,NFS
2/26/2025,646.71,980.64,1317.61,NFS
2/27/2025,663.55,989.28,1371.17,NFS
2/28/2025,651.03,987.12,1318.47,NFS
3/1/2025,646.27,1000.08,1387.16,NFS
3/2/2025,630.72,982.80,1336.18,NFS
3/3/2025,641.09,984.96,1318.47,NFS
3/4/2025,650.59,1008.72,1302.49,NFS
3/5/2025,655.35,1023.84,1300.76,NFS
3/6/2025,644.55,1000.08,1275.70,NFS
3/7/2025,640.66,982.80,1251.51,NFS
3/8/2025,660.10,939.60,1268.79,NFS
3/9/2025,656.21,930.96,1249.35,NFS
1/10/2025,600.16,620.06,635.05,PROFL
1/11/2025,599.87,633.04,654.67,PROFL
1/12/2025,601.89,625.83,657.55,PROFL
1/13/2025,595.83,631.59,669.09,PROFL
1/14/2025,592.95,631.59,679.18,PROFL
1/15/2025,584.30,631.59,701.39,PROFL
1/16/2025,582.28,631.59,703.41,PROFL
1/17/2025,584.01,622.94,682.35,PROFL
1/18/2025,574.49,633.04,691.29,PROFL
1/19/2025,559.21,634.48,692.73,PROFL
1/20/2025,550.27,637.36,723.30,PROFL
1/21/2025,552.57,640.25,737.72,PROFL
1/22/2025,560.65,640.25,725.61,PROFL
1/23/2025,579.39,647.46,761.08,PROFL
1/24/2025,578.24,646.01,732.82,PROFL
1/25/2025,571.61,643.13,753.87,PROFL
1/26/2025,572.18,644.57,764.55,PROFL
1/27/2025,569.59,644.57,760.22,PROFL
1/28/2025,577.95,660.43,749.84,PROFL
1/29/2025,577.37,656.11,742.63,PROFL
1/30/2025,574.20,654.67,766.85,PROFL
1/31/2025,577.37,657.55,787.62,PROFL
2/1/2025,579.39,658.99,776.66,PROFL
2/2/2025,575.36,648.90,771.47,PROFL
2/3/2025,574.49,646.01,793.39,PROFL
2/4/2025,571.03,640.25,807.23,PROFL
2/5/2025,556.90,648.90,774.06,PROFL
2/6/2025,553.44,635.92,761.95,PROFL
2/7/2025,549.69,637.36,783.00,PROFL
2/8/2025,553.44,633.04,774.93,PROFL
2/9/2025,562.38,637.36,776.66,PROFL
2/10/2025,579.97,640.25,779.25,PROFL
2/11/2025,565.84,647.46,788.77,PROFL
2/12/2025,568.15,647.46,788.48,PROFL
2/13/2025,556.61,646.01,784.16,PROFL
2/14/2025,582.28,637.36,790.21,PROFL
2/15/2025,574.49,654.67,787.04,PROFL
2/16/2025,540.46,654.67,802.61,PROFL
2/17/2025,538.73,653.22,787.62,PROFL
2/18/2025,544.21,653.22,790.50,PROFL
2/19/2025,540.46,643.13,800.02,PROFL
2/20/2025,533.25,635.92,797.13,PROFL
2/21/2025,550.84,637.36,820.78,PROFL
2/22/2025,531.23,641.69,813.00,PROFL
2/23/2025,532.96,643.13,797.42,PROFL
2/24/2025,539.31,643.13,804.63,PROFL
2/25/2025,525.46,644.57,832.32,PROFL
2/26/2025,521.14,643.13,819.92,PROFL
2/27/2025,530.08,635.92,793.10,PROFL
2/28/2025,538.44,635.92,787.91,PROFL
3/1/2025,541.04,643.13,800.02,PROFL
3/2/2025,549.98,648.90,799.15,PROFL
3/3/2025,547.09,641.69,800.60,PROFL
3/4/2025,548.82,634.48,806.36,PROFL
3/5/2025,539.59,628.71,825.11,PROFL
3/6/2025,531.81,627.27,833.47,PROFL
3/7/2025,536.13,634.48,888.85,PROFL
3/8/2025,522.58,635.92,909.03,PROFL
3/9/2025,510.18,641.69,904.13,PROFL
